№;Номер детали;Дубл.;Наименование;Цена закуп (руб, ю, тг);Цена закуп (тг);Ед. измерения;Цена;Остаток;Цена по которой продано;Продано;Купить;Заказ;Счет на оплату ;Итого:;артикул;минимальный остаток;максимальный остаток
1546;2190-1300010-01ун;;Радиатор основной Гранта универсальный Лузар;;10532;шт;17000;0;;;;;;0;7200;;
1547;2190-1301012-01;;Радиатор основной Гранта без кондиц Лузар МКПП;;14932;шт;18000;1;;;;;;18000;;;
1548;21902-1301012-10;;Радиатор основной Гранта с кондиц АКПП Лузар;;19940;шт;25000;1;;;;;;25000;1765;;
1549;21902-1301012-00;;Радиатор основной Гранта с кондиц МКПП Лузар;3600;;шт;25000;1;;;;;;25000;2048;;
1550;21902-130008-10;;Радиатор осн Гранта с кондиц МКПП в сб с трубопроводом;;31419;шт;39000;0;;;;;;0;;;
1551;21902-130008-11;;Радиатор осн Гранта с кондиц АКПП в сб с трубопроводом;;45701;шт;60000;0;;;;;;0;69198;;
1552;1118-1301012;;Радиатор основной Калина;960;;шт;7000;0;;;;;;0;120001;;
1553;2170-1301012;;Радиатор основной Приора;850;;шт;6500;1;;;;;;6500;1886;;
1554;2170-1301012П;;Радиатор основной Приора без кондиц Пекар;;3441;шт;4500;0;;;;;;0;Т6695;;
1555;2172-1301012-40;;Радиатор основной Приора с кондиц Лузар Панасоник;;13106;шт;16000;0;;;;;;0;1054;;
1556;2170-1301012-51;;радиатор основной Приора с кондиц ЛУЗАР Халла;;14427;шт;17200;0;;;;;;0;113571;;
1557;2123-1301012;;Радиатор основной Шеви;;5632;шт;7200;0;;;;;;0;7338;;
1558;8200735038;;Радиатор основной Ларгус без конд Лузар Lrc0938 Лузар;;8657;шт;11000;1;;;;;;11000;1958;;
1559;8200735039;;Радиатор основной Ларгус с кондиционером Лузар Lrc08139;;8794;шт;11000;0;;;;;;0;4015;;
1560;2105-8101060К;*;Радиатор печки 06 ;31;;шт;1800;0;;;;;;0;;;
1561;2108-8101060;;Радиатор печки 08 Лузар;;1648;шт;2500;1;;;;;;2500;т9209;;
1562;2108-8101060К;*;Радиатор печки 08  ;31;;шт;2000;3;;;;;;6000;6457;;
1563;2101-8101050Л;;Радиатор печки 01 Лузар медный;;5900;шт;7200;0;;;;;;0;9023;;
1564;2101-8101050И;;Радиатор печки 2101 Иран медный;;4200;шт;5500;0;;;;;;0;5861;;
1565;2105-8101060;;Радиатор печки 2106 Лузар;1600;;шт;2250;2;;;;;;4500;1404;;
1566;2101-8101060;;Радиатор печки 2107 Лузар;350;1571;шт;2500;2;;;;;;5000;;;
1567;2111-8101050;;Радиатор печки 2110 н/об Лузар;370;;шт;2800;2;;;;;;5600;;;
1568;2110-8101060;;Радиатор печки 2110 ст/об Лузар;340;;шт;2500;1;;;;;;2500;66258;;
1569;2110-8101060MS;;Радиатор печки 2110 ст/об Мастер ;;;шт;2000;1;;;;;;2000;67055;;
1570;1118-8101060;;Радиатор печки Калина Лузар;;1944;шт;2500;1;;;;;;2500;;;
1571;2170-8101060-10;;Радиатор печки Приора с кондиц Лузар Халла;450;4246;шт;5200;1;;;;;;5200;у6750;;
1572;2123-8101060;;Радиатор печки Шеви;260;;шт;3000;1;;;;;;3000;67153;;
1573;2190-8101060;;Радиатор печки Гранта;;5800;шт;7000;1;;;;;;7000;;;
1574;6001547484;;Радиатор печки Ларгус Лузар;;4527;шт;5500;1;;;;;;5500;882;;
1575;21213-1800020;;Раздатка 213;7800;;шт;56000;0;;;;;;0;;;
1576;21214-1800020;;Раздатка 214;9700;;шт;56000;0;;;;;;0;;;
1577;2123-1800020;;Раздатка Шеви;8800;;шт;64000;0;;;;;;0;;;
1578;1119-1144010-01;;Рампа 1.6 16кл ;;3200;шт;4000;0;;;;;;0;;;
1579;21214-1007180;;Рампа 214 масляная ст/об деш;370;;шт;3500;1;;;;;;3500;551;;
1580;21214-1007180ГОСТ;;Рампа 214 маслянная ст/об завод;730;;шт;5500;0;;;;;;0;;;
1581;21214-1007180-30;;Рампа Шеви масляная н/об деш;450;;шт;5000;1;;;;;;5000;4369;;
1582;;;Распредвал 01 ВАЗ голый;;5218;шт;6300;0;;;;;;0;549;;
1583;2101-1006008Д;;Распредвал 01 деш в сборе;850;;шт;6400;1;;;;;;6400;6674;;
1584;2101-1006008;;Распредвал 01 ВАЗ в сборе;820;4676;шт;7000;2;;;;;;14000;;;
1585;2111-1006015-00;;Распредвал 010;780;3700;шт;5000;1;;;;;;5000;8717;;
1586;2111-1006015-10;;Распредвал 010 со штырьком под датчик;930;;шт;7000;0;;;;;;0;;;
1587;21213-1006008;;Распредвал 213 в сборе ВАЗ;1100;4676;шт;7000;2;;;;;;14000;3938;;
1588;21213-1006008Д;;Распредвал 213 в сборе деш;880;;шт;6600;1;;;;;;6600;;;
1589;21214-1006008;;Распредвал 214 в сборе ВАЗ;1150;4902;шт;8000;2;;;;;;16000;;;
1590;2108-2904270;;Растяжка 09;325;;шт;2300;3;;;;;;6900;;;
1591;2190-2904270-00;;Растяжка 2190;;1848;шт;2300;2;;;;;;4600;;;
1592;2112-1160010;;Регулятор топлива 010;275;;шт;2200;2;;;;;;4400;;;
1593;2103-2402010-00;;Редуктор 03;2900;15133;шт;22000;1;;;;;;22000;65992;;
1594;2106-2402010-00;;Редуктор 06;3000;15118;шт;22000;1;;;;;;22000;304;;
1595;21213-2302010-10;;Редуктор передний 213 н/об 03;3600;;шт;27000;0;;;;;;0;305;;
1596;21213-2300012-10;;Редуктор передний 213 н/об 06;4300;;шт;32000;0;;;;;;0;;;
1597;2121-2300012-10;;Редуктор передний 213 ст/об 03;3400;;шт;28000;0;;;;;;0;116410;;
1598;21213-2300010-10;;Редуктор передний 213 ст/об 06;3650;;шт;28000;0;;;;;;0;ц5925;;
1599;2123-2300012;;Редуктор передний Шеви;4900;;шт;36000;0;;;;;;0;1313;;
1600;;;Редуктор передний Шеви завод;;30000;шт;38000;0;;;;;;0;65990;;
1601;2101-1203047/72;;Резинки глушителя 06;38;;кт;300;7;;;;;;2100;;;
1602;2108-1003277-01;;Резинки клапанной крышки 2108;4;;шт;50;0;;;;;;0;Т6645;;
1603;2112-1003078-01;;Резинки колодцев 2110;100;;кт;800;0;;;;;;0;Т6646;;
1604;2108-2912652;;Резинки пружин 08 увеличенные;47;;кт;400;5;;;;;;2000;1777;;
1605;2101-2912652СТД;;Резинки пружин 01 стандарт ;52;;кт;400;0;;;;;;0;;;
1606;2108-2912652СТД;;Резинки пружин 08 стандарт ;21;;кт;300;0;;;;;;0;;;
1607;2101-2912652;;Резинки пружин 01 увеличенные;80;;кт;650;10;;;;;;6500;120654;;
1608;65.3777;;Реле 09 сороконожка;110;;шт;850;3;;;;;;2550;120656;;
1609;РАЛД07.3747зав;;Реле 09 3-х к аварийка завод;105;;шт;800;2;;;;;;1600;68364;;
1610;РАЛД07.3747 ;;Реле 09 3-х к аварийка  ;67;;шт;500;10;;;;;;5000;ф0045;;
1611;1119-3747210-10;;Реле Калина 4х к;45;;шт;350;1;;;;;;350;;;
1612;90.3747;;Реле 4-х к;30;;шт;270;5;;;;;;1350;;;
1613;2103-3726450;;Реле 527 света;47;;шт;400;1;;;;;;400;600156;;
1614;98.3777;;Реле 5-ти к;37;;шт;300;0;;;;;;0;600053;;
1615;РАЛД08.3747;;Реле 09 6-ти к омывателя квадратное;85;;шт;650;5;;;;;;3250;116823;;
1616;РАЛД08.3747зав;;Реле 09 6-ти к омываетля квадратное завод;120;;шт;900;2;;;;;;1800;1241;;
1617;РАЛД10.3747;;Реле 09 6-ти к омывателя в ряд;80;;шт;600;6;;;;;;3600;;;
1618;2101-3702600;;Реле 702 зарядки Пемза;47;;шт;400;0;;;;;;0;у6099;;
1619;2101-5205150;;Реле 07 омывателя;50;;шт;400;0;;;;;;0;;;
1620;2101-3702000-01;;Реле зарядки 01 Калуга;70;;шт;520;2;;;;;;1040;1889;;
1621;2101-3702000;;Реле зарядки 06 с лампочкой;35;;шт;300;5;;;;;;1500;у6100;;
1622;2108-3701500;;Реле зарядки 08 Калуга;115;;шт;850;14;;;;;;11900;;;
1623;2108-3701500М;;Реле зарядки 08 Москва;;450;шт;600;9;;;;;;5400;118263;;
1624;2110-3701500;;Реле зарядки 2110;115;;шт;850;13;;;;;;11050;120490;;
1625;2190-3702001;;Реле зарядки 2190;350;;шт;2700;2;;;;;;5400;120793;;
1626;1118-3702001;;Реле зарядки Калина;250;;шт;1900;2;;;;;;3800;С7744;;
1627;;;Реле зарядки Шеви;225;;шт;1700;0;;;;;;0;115730;;
1628;2123-3702001;;Реле зарядки Шеви н/об;235;;шт;1800;1;;;;;;1800;;;
1629;;;Реле 09 6-ти к омывателя в ряд;70;;шт;550;0;;;;;;0;600021;;
1630;2106-05-37;;Реле 06 4-х к поворотов ;52;;шт;400;0;;;;;;0;;;
1631;2106-05-37К;;Реле 06 4-х к поворотов Калуга;80;;шт;600;9;;;;;;5400;Т6653;;
1632;2110-8101050Л;;Ремень генератора 010 ЛУЗАР;130;690;шт;1300;2;;;;;;2600;1776;;
1633;2101-8101050;;Ремень генератора 06 гладкий БРТ;53;176;шт;300;5;;;;;;1500;65991;;
1634;2101-8101050з;;Ремень генератора 06 зубчатый БРТ;64;292;шт;400;13;;;;;;5200;;;
1635;2101-8101050К;*;Ремень генератора 07 ;;;шт;100;0;;;;;;0;66052;;
1636;2107-1308020;;Ремень генератора 07 ЛУЗАР;;281;шт;360;11;;;;;;3960;;;
1637;21214-3407042;;Ремень генератора 21214 ГУР зубчатый 10*838 БРТ;;307;шт;500;1;;;;;;500;;;
1638;2108-3701720;;Ремень генератора 09 гладкий БРТ;48;157;шт;300;5;;;;;;1500;6853;;
1639;2108-810150;;ремень генератора 09 ЛУЗАР;;231;шт;300;5;;;;;;1500;7792;;
1640;2108-810150MS;;Ремень генератора 09 Мастер;;80;шт;200;12;;;;;;2400;7325;;
1641;2110-1041020;;Ремень генератора 2110 6пк 1115 без кондиционера Лузар;;850;шт;1300;6;;;;;;7800;;;
1642;2110-8114096;;Ремень генератора 2110 6пк 1125 с кондиционером Лузар;;874;шт;1300;4;;;;;;5200;6855;;
1643;2110-8101050;;Ремень генератора 742 деш.;120;;шт;1000;2;;;;;;2000;;;
1644;2110-8101050MS;;Ремень генератора 742 Мастер;;490;шт;600;3;;;;;;1800;;;
1645;2190-1041020;;Ремень генератора Гранта 6пк 823 Gates;;1691;шт;2100;0;;;;;;0;;;
1646;2190-1041020Л;;Ремень генератора Гранта 6пк 823 Лузар;;1200;шт;1500;3;;;;;;4500;;;
1647;2190-1041020-00;;Ремень генератора Гранта 6РК 995 с конд Gates;410;;шт;3100;1;;;;;;3100;118006;;
1648;2190-1041020-00Л;;Ремень генератора Гранта 6РК 995 с конд Лузар;;928;шт;1300;2;;;;;;2600;;;
1649;1118-1041020-07;;Ремень генератора Калина ЛУЗАР 6РК 884;;893;шт;1100;1;;;;;;1100;;;
1650;1118-1041020-13;;Ремень генератора Калина ЛУЗАР с кондиционером 6РК 1018;;956;шт;1300;1;;;;;;1300;;;
1651;;;ремень генератора Шеви деш Железная Хватка;;600;шт;900;0;;;;;;0;;;
1652;8200841132;;Ремень генератора Ларгус 8кл ГУР без конд 5РК 1100 Dayco;;1439;шт;1800;0;;;;;;0;6856;;
1653;8200821816;;Ремень генератора Ларгус 16кл без конд 6РК 1130 Meyle;;1811;шт;2200;0;;;;;;0;;;
1654;117206842R;;Ремень генератора Ларгус 16кл ГУР с конд 6РК 1822 Renault;;2959;шт;3600;0;;;;;;0;;;
1655;2105-1006040-82;;Ремень ГРМ 05;;750;шт;1000;1;;;;;;1000;5156;;
1656;2108-1006040;;Ремень ГРМ 08 БРТ;170;1065;шт;1300;5;;;;;;6500;;;
1657;2108-1006040К;*;Ремень ГРМ 08 ;11;;шт;800;8;;;;;;6400;;;
1658;2108-1006040Л;;Ремень ГРМ 09 ЛУЗАР;;1003;шт;1200;10;;;;;;12000;6857;;
1659;2112-1006040;;Ремень ГРМ 16 кл БРТ;410;1357;шт;2500;0;;;;;;0;;;
1660;;;Ремень ГРМ 16 кл деш;;1306;шт;1600;0;;;;;;0;6854;;
1661;2112-1006040Л;;Ремень ГРМ 2112 16 кл ЛУЗАР;;1631;шт;2000;2;;;;;;4000;3693;;
1662;2112-1006040MS;;Ремень ГРМ 2112 16 кл Мастер Спорт;;;шт;1700;1;;;;;;1700;4873;;
1663;21116-1006040;;Ремень ГРМ 2190 113 зубьев БРТ;380;;шт;3000;1;;;;;;3000;;;
1664;21116-1006040g ;;Ремень ГРМ 2190 113 зубьев Gates;380;;шт;3000;0;;;;;;0;;;
1665;21116-1006040-00;;Ремень ГРМ 2190 БРТ в сборе с роликом;850;2505;кт;5000;2;;;;;;10000;4872;;
1666;21116-1006040gates;;Ремень ГРМ 2190 Gates в сборе с роликом;;7417;кт;9000;0;;;;;;0;;;
1667;21126-1006040gates;;Ремень ГРМ 2170 Gates в сборе с роликами;;12146;кт;15000;1;;;;;;15000;67390;;
1668;21126-1006040Л;;Ремень ГРМ Приора ЛУЗАР;320;2778;шт;3400;3;;;;;;10200;9376;;
1669;8201069699;;Ремень ГРМ Ларгус БУК 132х27;350;;шт;2700;0;;;;;;0;;;
1670;8200939081;;Ремень ГРМ Ларгус 96х17 8кл Gates;;3300;шт;4000;0;;;;;;0;1807;;
1671;;;Ремень генератора Калина;170;;шт;1300;0;;;;;;0;Т5814;;
1672;21126-1006040;;Ремень ГРМ Приора БРТ;980;1746;шт;3000;3;;;;;;9000;;;
1673;21082-3701720;;Ремень генератора 698 ;130;;шт;1000;0;;;;;;0;3504;;
1674;21082-3701720Л;;Ремень генератора 698 ЛУЗАР;130;650;шт;1000;5;;;;;;5000;503;;
1675;;;Ремень генератора Шеви Балаково;220;;шт;1800;0;;;;;;0;986;;
1676;2123-8101050;;Ремень генератора Шеви Лузар;1118;1316;шт;1600;2;;;;;;3200;;;
1677;;;Ремень генератора Шеви с кондиционером;250;;шт;2000;0;;;;;;0;;;
1678;;;Ремкомплект бензонасоса Питер;160;;кт;1150;0;;;;;;0;;;
1679;2101-1602516/1602550/3505033;;Ремкомплект главного тормозного цилиндра 06;19;;кт;150;29;;;;;;4350;;;
1680;2108-3505033/2101-3502051;;Ремкомплект главного тормозного цилиндра 08;14;;кт;120;3;;;;;;360;;;
1681;2101-1602516/50;;Ремкомплект главного цилиндра сцепления;12;;кт;100;8;;;;;;800;;;
1682;2110-1200800-86;;Ремкомплект глушителя 2110 в сб;90;;кт;700;5;;;;;;3500;6822;;
1683;2101-3502051/58;;Ремкомплект заднего тормозного цилиндра;24;;кт;180;3;;;;;;540;;;
1684;2105-1107980-20;;Ремкомплект карбюратора 05;110;;шт;850;2;;;;;;1700;;;
1685;2107-1107980-20;;Ремкомплект карбюратора 07;110;;кт;850;5;;;;;;4250;;;
1686;;;ремкомплект карбюратора 05-07 ЧАЗ;;346;кт;420;3;;;;;;1260;;;
1687;21083-1107980-20;;Ремкомплект карбюратора 083;115;;кт;900;4;;;;;;3600;;;
1688;21073-1107980-20;;Ремкомплект карбюратора 073;115;;кт;900;7;;;;;;6300;116359;;
1689;;;ремкомплект карбюратора 073-083 ЧАЗ;;358;кт;450;14;;;;;;6300;;;
1690;2101Ремк кул;;Ремкомплект кулисы 07;8;;кт;100;13;;;;;;1300;;;
1691;2101-1011010ВАП;;Ремкомплект маслонасоса 01 ВолгаАвтоПром;;630;кт;800;8;;;;;;6400;;;
1692;2101-1011010;;Ремкомплект маслонасоса 01 Ульяновский;110;;кт;800;3;;;;;;2400;;;
1693;2101-1602516/18/3505033;;Ремкомплект рабочего цилиндра сцепления;18;;кт;150;6;;;;;;900;;;
1694;2108Ремк рул;;Ремкомплект рулевой рейки 08;120;;кт;900;4;;;;;;3600;;;
1695;2110Ремк рул;;Ремкомплект рулевой рейки 2110;60;;кт;500;1;;;;;;500;;;
1696;2112Ремк рул;;Ремкомплект рулевой рейки 2112;250;;кт;1850;0;;;;;;0;;;
1697;2110Ремк ст пл;;Ремкомплект стартера редукторный 010 пластм;30;;кт;250;0;;;;;;0;121198;;
1698;2110Ремк ст жел;;Ремкомплект стартера редукторный 010 пластм;70;;кт;600;0;;;;;;0;121199;;
1699;2108-1003284/3706030/3706700;;Ремкомплект тормблера 08;25;;кт;200;5;;;;;;1000;;;
1700;GD623;;Ремкомплект ТРИАЛЛИ рем ненер+2 ролика 2123 (GD623);;2807;кт;3500;0;;;;;;0;;;
1701;GD617;;Ремкомплект ТРИАЛЛИ ремень генер+1 ролик 1118 (GD617);;1593;кт;2000;0;;;;;;0;;;
1702;2101-3501051/58;;Ремкомплет суппорта 07;33;;кт;250;3;;;;;;750;600338;;
1703;2108-2904646;;Ромашки 08;90;;кт;700;6;;;;;;4200;;;
1704;2190-2904046;;Ромашка 2190;;87;шт;200;4;;;;;;800;;;
1705;2105-3400010;;Рулевая колонка 05 ВАЗ;1600;8561;шт;10500;1;;;;;;10500;;;
1706;2105-3400010Р;;Рулевая колонка 05 самосбор;950;;шт;7500;0;;;;;;0;;;
1707;2106-3400010Р;;Рулевая колонка 06 самосбор;900;;шт;7500;1;;;;;;7500;т9132;;
1708;2106-3400010;;Рулевая колонка 2106 ВАЗ;1600;8062;шт;10500;1;;;;;;10500;т9131;;
1709;2121-3400010Р;;Рулевая колонка 213 самосбор;900;;шт;7500;3;;;;;;22500;7368;;
1710;2121-3400010;;Рулевая колонка 213 ВАЗ;1800;9107;шт;11000;1;;;;;;11000;4724;;
1711;21213-3400010;;Рулевая колонка 31 н/об ВАЗ;1860;9107;шт;11000;1;;;;;;11000;;;
1712;21213-3400010Р;;Рулевая колонка 31 н/об самосбор;1800;;шт;7500;1;;;;;;7500;;;
1713;11183-3400010-10;;Рулевая рейка 010;1250;;шт;10500;0;;;;;;0;;;
1714;2108-3400012-10;;Рулевая рейка 08 ВАЗ;1150;8987;шт;11000;1;;;;;;11000;;;
1715;2108-3400012-10VS;;Рулевая рейка 08 ВолгаСервис;;6750;шт;8200;0;;;;;;0;;;
1716;11183-3400010-20;;Рулевая рейка 2112;2700;;шт;19500;1;;;;;;19500;;;
1717;2101-3401060-35;;Рулевой ремкомплект колонки 06;950;;кт;7000;0;;;;;;0;;;
1718;2105-3401060-35;;Рулевой ремкомплект колонки 07;950;;кт;7000;0;;;;;;0;;;
1719;2131-3401060-35;;Рулевой ремкомплект колонки 31;1070;;кт;8000;0;;;;;;0;Т6754;;
1720;2101-3003057К;*;Рулевые тяги 01 коротыши;;360;шт;400;10;;;;;;4000;Т6755;;
1721;2101-3003050/64К;*;Рулевые тяги 01 средние;;400;шт;550;14;;;;;;7700;Т6756;;
1722;2108-3414057/56К;*;Рулевые тяги 08 ;;400;шт;550;4;;;;;;2200;Т6757;;
1723;2110-3414057/56К;*;Рулевые тяги 010 ;;400;шт;500;18;;;;;;9000;Т6758;;
1724;2121-3414138;*;Рулевые тяги 21 средние ;;200;шт;400;14;;;;;;5600;Т6759;;
1725;2101-3003000Б;;Рулевые тяги 01 Белмаг Комфорт;;3264;кт;5000;2;;;;;;10000;;;
1726;;;Рулевые тяги 01 Начало коротыши;;1278;кт;1600;0;;;;;;0;;;
1727;2101-3003050/64;;Рулевые тяги 01 Начало средние;;1377;кт;1600;2;;;;;;3200;;;
1728;;;Рулевые тяги 01 Фенокс коротыши;;1127;кт;1350;0;;;;;;0;;;
1729;2108-3414057/56Б;;"Рулевые тяги 08 Белмаг ""Оригинал""";;1564;кт;2000;0;;;;;;0;;;
1730;2108-3414056_57;;"Рулевые тяги 08 Белмаг ""Комфорт"" в инд уп";;1250;кт;1500;5;;;;;;7500;;;
1731;2121-3414138БЗАК;;Рулевые тяги 213 Белебей средние;;789;шт;950;10;;;;;;9500;;;
1732;2121-3003000Б;;Рулевые тяги 213 Белмаг;;3205;кт;5000;1;;;;;;5000;;;
1733;2101-3003000БЗАК;;Рулевые тяги 01 Белебей;;4300;кт;5500;2;;;;;;11000;;;
1734;2108-3414057/56БЗАК;;Рулевые тяги 08 Белебей;1350;1600;кт;2200;3;;;;;;6600;;;
1735;2110-3414057/56;;Рулевые тяги 010 Белебей ;;1936;кт;2400;1;;;;;;2400;;;
1736;2110-34140556_57;;Рулевые тяги 010 Белмаг;;1910;кт;2300;3;;;;;;6900;6069;;
1737;2110-3414053;;Рулевые тяги (усы) 010 левый Белмаг в сборе с након;;1540;шт;2000;1;;;;;;2000;;;
1738;2110-3414052;;Рулевые тяги (усы) 010 правый Белмаг в сборе с након;;1540;шт;2000;0;;;;;;0;113042;;
1739;2190-3413053;;Рулевые тяги (усы) 2190 левый Белмаг в сборе с након;;1999;шт;2400;0;;;;;;0;113043;;
1740;2190-3414052;;Рулевые тяги (усы) 2190 правый Белмаг в сборе с након;;1999;шт;2400;0;;;;;;0;8084;;
1741;2121-3003000БЗАК;;Рулевые тяги 213 Белебей;;4475;кт;5600;2;;;;;;11200;8085;;
1742;2123-3003000БЗАК;;Рулевые тяги Шеви Белебей;;4706;кт;5700;2;;;;;;11400;115391;;
1743;1118-3414100;;Рулевые тяги Калина;480;;кт;3600;1;;;;;;3600;115389;;
1744;1118-3414056/57;;Рулевые тяги Калина Белмаг;;2143;кт;2700;1;;;;;;2700;Т4600;;
1745;2101-3003000разб;;Рулевые тяги 06 разборные;500;;кт;3600;4;;;;;;14400;Т4601;;
1746;2121-3003000разб;;Рулевые тяги 213 разборные;420;;кт;3100;3;;;;;;9300;115393;;
1747;2101-3003000Р ;;Рулевые тяги 07 рестоврация под ВАЗ;500;;кт;3600;4;;;;;;14400;115392;;
1748;2121-3003000Р ;;Рулевые тяги 213 рестоврация под ВАЗ;500;;кт;3800;2;;;;;;7600;;;
1749;2123-3003000Р;;Рулевые тяги Шеви рестоврация;490;;кт;3700;2;;;;;;7400;;;
1750;2123-3414058/59;;Рулевые тяги Шеви Фенокс средние ;;1580;кт;1900;1;;;;;;1900;Т4603;;
1751;6001550442/3;;Рулевые тяги Ларгус лев, пр Pilenga ;;3380;кт;4200;0;;;;;;0;Т4602;;
1752;6001550441;;Рулевые тяги (усы) Ларгус Asam;;1879;шт;2300;0;;;;;;0;Т7563;;
1753;2123-6205151Б;;Ручка багажника Шеви;245;;шт;1900;0;;;;;;0;Т7564;;
1754;;;Ручка внутренняя 06 ;7;;шт;100;0;;;;;;0;115390;;
1755;;;Ручка внутренняя 07 жел;30;;шт;250;6;;;;;;1500;115388;;
1756;;;Ручка внутренняя 09;4;;шт;100;0;;;;;;0;;;
1757;2123-6105181;;Ручка внутренняя Шеви левая;120;;шт;450;4;;;;;;1800;;;
1758;2123-6105180;;Ручка внутренняя Шеви правая;120;;шт;450;4;;;;;;1800;115360;;
1759;2110-6105151;;Ручка наружная 010 левая;240;;шт;900;2;;;;;;1800;117542;;
1760;2110-6105150;;Ручка наружная 010 правая;240;;шт;900;2;;;;;;1800;117541;;
1761;;;Ручка наружная 07 ГОСТ левая;380;;шт;1450;0;;;;;;0;;;
1762;;;Ручка наружная 07 ГОСТ правая;380;;шт;1450;0;;;;;;0;860;;
1763;;;Ручка наружная 07 деш левая;180;;шт;650;0;;;;;;0;1456;;
1764;;;Ручка наружная 07 деш правая;180;;шт;650;0;;;;;;0;120566;;
1765;;;Ручка наружная 09 задняя деш левая;75;;шт;600;0;;;;;;0;;;
1766;;;Ручка наружная 09 задняя деш правая;75;;шт;600;3;;;;;;1800;;;
1767;;;Ручка наружная 09 передняя деш левая;65;;шт;600;4;;;;;;2400;6758;;
1768;;;Ручка наружная 09 передняя деш праввая;65;;шт;600;2;;;;;;1200;;;
1769;1118-6105151;;Ручка наружная Калина задняя левая;410;;шт;1700;3;;;;;;5100;;;
1770;1118-6105150;;Ручка наружная Калина задняя правая;215;;шт;1700;0;;;;;;0;419;;
1771;2123-6105151;;Ручка наружная Шеви задняя правая;510;;шт;1900;4;;;;;;7600;8445;;
1772;2123-6105150;;Ручка наружняя Шеви задняя левая;510;;шт;1900;1;;;;;;1900;;;
1773;2123-6205151;;Ручка наружная Шеви передняя левая;255;;шт;2000;2;;;;;;4000;;;
1774;2123-6205150;;Ручка наружная Шеви передняя правая;510;;шт;2000;1;;;;;;2000;4499;;
1775;;;Ручка стеклоподъемника 01 пластм в кор;12;;шт;100;0;;;;;;0;115868;;
1776;;;Ручка стеклоподъёмника 05;4;;шт;100;0;;;;;;0;;;
1777;;;Ручка стеклоподъемника 07 метал;22;;шт;200;9;;;;;;1800;;;
1778;;;Ручка стеклоподъёмника 09;4;;шт;100;0;;;;;;0;;;
1779;;;Ручка стеклоподъемника 09 метал;22;;шт;200;5;;;;;;1000;;;
1780;;;Ручка стеклоподъемника 09 пластм в кор;12;;шт;100;0;;;;;;0;9522;;
1781;;;Ручка внутренняя 09 метал;35;;шт;250;0;;;;;;0;;;
1782;2112-1148300-02;;РХХ 2110;275;;шт;2000;2;;;;;;4000;68396;;
1783;2112-1148300-04;;РХХ 2112 н/об;295;;шт;2200;1;;;;;;2200;6737;;
1784;21203-1148300-81;;РХХ 214;275;;шт;2100;1;;;;;;2100;;;
1785;21214-1148300-02;;РХХ 214 н/об;295;;шт;2200;1;;;;;;2200;;;
1786;2108-2904020;;Рычаг 08;300;;шт;2200;2;;;;;;4400;;;
1787;2190-2904022-00;;Рычаг 2190 ВАЗ;;1828;шт;2500;0;;;;;;0;;;
1788;2108РТюн;;Рычаги 08 трехугольный Техномастер;2500;;кт;19000;1;;;;;;19000;153;;
1789;2121-2904101;;Рычаг 213 верхний левый;;4439;шт;5300;0;;;;;;0;1217;;
1790;2121-2904100;;Рычаг 213 верхний правый;;4439;шт;5300;0;;;;;;0;;;
1791;2121-2904021;;Рычаг 213 нижний левый;830;7758;шт;9500;0;;;;;;0;7091;;
1792;2121-2904020;;Рычаг 213 нижний правый;830;7758;шт;9500;0;;;;;;0;;;
1793;21214-2904021;;Рычаг 214 нижний левый;;10624;шт;12700;0;;;;;;0;6747;;
1794;21214-2904020;;Рычаг 214 нижний правый;;10624;шт;12700;0;;;;;;0;6719;;
1795;2101-2904101СБ;;Рычаг 06 верхний левый в сборе Белмаг;;2225;кт;2800;1;;;;;;2800;;;
1796;2101-2904100СБ;;Рычаг 06 верхний правый в сборе Белмаг;;2225;кт;2800;1;;;;;;2800;7328;;
1797;2101-2904101В;;Рычаг 06 верхний левый ВАЗ ;315;;шт;1100;0;;;;;;0;7186;;
1798;2101-2904100В;;Рычаг 06 верхний правый ВАЗ ;315;;шт;1100;0;;;;;;0;;;
1799;2101-2904101;;Рычаг 06 верхний левый Начало ;;816;шт;900;2;;;;;;1800;;;
1800;2101-2904100;;Рычаг 06 верхний правый Начало;;816;шт;900;4;;;;;;3600;;;
1801;2101-2904021СБ;;Рычаг 06 нижний левый в сборе Белмаг;;2928;кт;4000;1;;;;;;4000;;;
1802;2101-2904020СБ;;Рычаг 06 нижний правый в сборе Белмаг;;2928;кт;4000;1;;;;;;4000;;;
1803;2101-2904021Б;;Рычаг 06 нижний левый голый Белмаг ;;1415;шт;1700;0;;;;;;0;;;
1804;2101-2904020Б;;Рычаг 06 нижний правый голый Белмаг;;1415;шт;1700;0;;;;;;0;;;
1805;2101-2904021В;;Рычаг 06 нижний левый ВАЗ;490;961;шт;1600;2;;;;;;3200;;;
1806;2101-2904020В;;Рычаг 06 нижний правый ВАЗ;260;961;шт;1600;2;;;;;;3200;;;
1807;2101-2904021;;Рычаг 06 нижний левый Начало;;1240;шт;1500;2;;;;;;3000;;;
1808;2101-2904020;;Рычаг 06 нижний правый Начало ;;1240;шт;1500;2;;;;;;3000;;;
1809;2123-1703080;;Рычаг переключения передач 2123 5ти ст;;3440;шт;4200;0;;;;;;0;;;
1810;2110-1703082;;Рычаг переключения передач 010;500;;шт;4000;1;;;;;;4000;;;
